fpsicon,operatetemp,productlink,sensordet,productimage,resolutionicon,productcode,isp,filtervalue,sortmp,fpsdet,listid,productfilter,sensorformat,webstorelink,productdesc,connectoricon,chromedet,imagealttag,sortfps,customRoiFps,connectordet,resolutiondet,focusicon,chromeicon,sensoricon
,-30°C to 70°C,/qualcomm-embedded-cameras/robotics-rb5-kit/4k-onsemi-ar0830-mipi-cameras.asp,AR0830,,,e-CAM84_CUQRB5(Qualcomm&reg;  RB5),Yes,color 8mp mipi rolling onsemi 100fps without-enclosure yes qualcomm-rb5,8,120FPS,189,all camera-modules platform,1/2.9,/webstore.asp#e-CAM84_CUQRB5,,,Color,,120,,MIPI CSI-2,8.0 MP,,,
,-30°C to 70°C,/qualcomm-embedded-cameras/robotics-rb5-kit/sony-starvis-imx485-low-light-gmsl2-cameras.asp,IMX485,,,NileCAM82_CUQRB5(Qualcomm&reg;  RB5),No,8mp gmsl qualcomm-rb5 color fixed rolling 30fps sony starvis with-enclosure 1-12 low-light no,8,30FPS,190,,1/1.2,/webstore.asp#NileCAM82_CUQRB5,,,Color,,30,,GMSL2,8.0 MP,,,
,-30°C to 70°C,/qualcomm-embedded-cameras/robotics-rb5-kit/sony-starvis-imx485-8mp-mipi-cameras.asp,IMX485,,,e-CAM82_CUQRB5(Qualcomm&reg;  RB5),No,8mp mipi qualcomm-rb5 color fixed rolling 1.1ps 30fps starvis with-enclosure 1-28 no,8,30FPS,191,,1/2.8,/webstore.asp#e-CAM82_CUQRB5,,,Color,,30,,MIPI CSI-2,8.0 MP,,,
,-30°C to 70°C,/qualcomm-embedded-cameras/robotics-rb5-kit/5mp-imx568-global-shutter-mipi-camera.asp,IMX568,,,e-CAM56_CUQRB5(Qualcomm&reg;  RB5),No,raw-bayer 5mp mipi Global qualcomm-rb5 sonyPregiusS 60fps without-enclosure no camera-modules,5,90FPS,192,all platform,1/1.8,/webstore.asp#e-CAM56_CUQRB5,,,Color,,90,,MIPI CSI-2,5.0 MP,,,
,-30°C to 70°C,/qualcomm-embedded-cameras/robotics-rb5-kit/sony-starvis-imx462-low-light-gmsl2-cameras.asp,IMX462,,,NileCAM210_CUQRB5(Qualcomm&reg;  RB5),No,2mp gmsl qualcomm-rb5 color fixed rolling 30fps sony starvis without-enclosure 1-28  low-light no,2,30FPS,193,,1/2.8,/webstore.asp#NileCAM210_CUQRB5,,,Color,,30,,GMSL2,Full HD,,,
,-30°C to 70°C,/qualcomm-embedded-cameras/robotics-rb5-kit/sony-starvis-imx462-fhd-mipi-cameras.asp,IMX462,,,e-CAM210_CUQRB5(Qualcomm&reg;  RB5),No,2mp mipi qualcomm-rb5 color fixed rolling 1.1ps 30fps starvis without-enclosure 1-28 no,2,30FPS,194,,1/2.8,/webstore.asp#e-CAM210_CUQRB5,,,Color,,30,,MIPI CSI-2,2.0 MP,,,
/images/icons/fps.png,-30°C to 70°C,/qualcomm-embedded-cameras/robotics-rb5-kit/20mp-ar2020-high-resolution-multi-camera.asp,AR2020,/images/eCAM/e-CAM200_CUQRB5/20mp-high-resolution-camera-for-qualcomm-robotics-rb5-dev-kit-thumb.png,/images/icons/resolution.png,e-CAM200_CUQRB5&nbsp;&nbsp;(Qualcomm&reg;  RB5),No,fixed color colornir ir 20mp mipi rolling qualcomm-rb5 low-light onsemi grr ir 30fps without-enclosure 2-2ps 1-23 smart_surveillance no,20,30FPS,195,platform,1/1.8,/webstore.asp#e-CAM200_CUQRB5,20MP multi-camera solution for Qualcomm&reg; Robotics RB5 Development Kit,/images/icons/usb.png,Color & NIR,20MP multi-camera solution for Qualcomm&reg; Robotics RB5 Development Kit,30,,MIPI CSI-2,20.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
,-30°C to 70°C,/qualcomm-embedded-cameras/robotics-rb5-kit/ar0234-global-shutter-gmsl2-cameras.asp,AR0234,,,NileCAM25_CUQRB5(Qualcomm&reg;  RB5),Yes,2mp gmsl qualcomm-rb5 color fixed Global 30fps onsemi without-enclosure 1-28 Yes yes,2,30FPS,196,platform,1/2.6,/webstore.asp#NileCAM25_CUQRB5,,,Color,,30,,GMSL2,Full HD,,,
,-30°C to 70°C,/qualcomm-embedded-cameras/robotics-rb5-kit/ar0234-global-shutter-mipi-cameras.asp,AR0234,,,e-CAM25_CUQRB5(Qualcomm&reg;  RB5),Yes,2mp mipi qualcomm-rb5 color fixed Global 1.1ps 30fps onsemi without-enclosure 1-26 yes,2,30FPS,197,platform,1/2.6,/webstore.asp#e-CAM25_CUQRB5,,,Color,,30,,MIPI CSI-2,2.0 MP,,,
,-40°C to 85°C,/qualcomm-embedded-cameras/robotics-rb5-kit/ar0233-fhd-hdr-gmsl2-cameras.asp,AR0233AT,,,NileCAM21_CUQRB5(Qualcomm&reg;  RB5),Yes,2mp gmsl qualcomm-rb5 color fixed rolling hdr 30fps onsemi without-enclosure 1-28 yes yes,2,30FPS,198,,1/2.5,/webstore.asp#NileCAM21_CUQRB5,,,Color,,30,,GMSL2,Full HD,,,
,-30°C to +70°C,/qualcomm-embedded-cameras/robotics-rb5-kit/ar0233at-fhd-hdr-mipi-cameras.asp,AR0233AT,,,e-CAM21_CUQRB5(Qualcomm&reg;  RB5),Yes,2mp mipi qualcomm-rb5 color fixed rolling hdr 30fps onsemi without-enclosure 1-28 yes yes,2,30FPS,199,,1/2.5,/webstore.asp#e-CAM21_CUQRB5,,,Color,,30,,MIPI CSI-2,Full HD,,,
,0°C to 50°C,/qualcomm-embedded-cameras/robotics-rb5-kit/3d-mipi-tof-camera-qrb5.asp,Depth,,,e-CAM0M30_TOF_CUQRB5(Qualcomm&reg;  RB5),Yes,2mp mipi qualcomm-rb5 depth ir fixed rolling tof 30fps onsemi with-enclosure 1-4 yes yes 3d-depth-camera,2,30FPS,200,,1/4,/webstore.asp#e-CAM0M30_TOF_CUQRB5,,,Depth & IR,,30,,MIPI CSI-2,VGA,,,
/images/icons/fps.png,-20°C to 60°C,/smart-camera.asp,IMX290,/images/eCAM/SmarteCAM/2mp-ultra-lowlight-smart-camera-thumb.png,/images/icons/resolution.png,SmarteCAM&nbsp;&nbsp;(TX2),Yes,2mp tx2-tx1 color fixed rolling smartcam low-light hdr hd sony 2-9ps 60fps with-enclosure 1-28 auto_farming smart_traffic sports_broadcasting yes starvis,2,60FPS,201,,1/2.8,/webstore.asp#SmarteCAM,IP66 Smart Camera for AI Vision,/images/icons/usb.png,Color,IP66 Smart Camera for AI Vision,60,,-,2.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 70°C,/multiple-csi-cameras-for-nvidia-jetson-tx2.asp,AR0330,/images/hub-page/e-cam30a_hexcutx2.png,/images/icons/resolution.png,e-CAM30A_HEXCUTX2&nbsp;&nbsp;(TX2/AGX Xavier),Yes,fixed color 3-4mp mipi rolling low-light hd tx2-tx1 xavier onsemi 60fps without-enclosure quality_control_inspection smart_checkout_and_carts retail_store_automation sports_broadcasting 2-2ps 1-3 yes,3,60FPS,202,,1/3,/webstore.asp#e-CAM30A_HEXCUTX2,Six Synchronized Full HD Cameras for Jetson AGX Xavier/TX2,/images/icons/usb.png,Color,Jetson AGX Xavier/TX2 Multiple Camera Board,60,,MIPI CSI-2,3.4 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 70°C,/camera-modules/20mp-onsemi-ar2020-gmsl2-camera-module.asp,AR2020,/images/eCAM/NileCAM200/20mp-ar2020-gmsl2-camera-with-15m-cable-support-thumb.png,/images/icons/resolution.png,NileCAM200 (GMSL2),No,fixed color colornir ir 20mp gmsl rolling onsemi lt30fps without-enclosure 2-2ps 1-23 smart_surveillance no,20,24FPS,203,all gmsl-cameras high-resolution,1/1.8,/webstore.asp#NileCAM200,20MP AR2020 GMSL2 camera with 15m cable support,/images/icons/usb.png,Color & NIR,20MP AR2020 GMSL2 camera with 15m cable support,24,,GMSL2,20.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
,-30°C to 70°C,/camera-modules/ar1335-13mp-gmsl2-camera-module.asp,AR1335,,,NileCAM130 (GMSL2),Yes,13mp gmsl color fixed rolling 1.45ps 60fps onsemi without-enclosure 1-32 yes,13,72FPS,204,all gmsl-cameras high-resolution,1/3.2,/webstore.asp#NileCAM130,,,Color,,72,,GMSL2,13.0MP,,,
,-30°C to 70°C,/camera-modules/sony-starvis-imx715-8mp-gmsl3-camera-module.asp,IMX715,,,Nile3CAM85 (GMSL3),No,8mp gmsl3 color fixed rolling 1.45ps 60fps sony starvis without-enclosure 1-28 no,8,90FPS,205,high-resolution,1/2.8,/webstore.asp#Nile3CAM85,,,Color,,90,,GMSL3,8.0MP,,,
,-30°C to 70°C,/camera-modules/onsemi-ar1335-4k-gmsl2-camera-module.asp,AR1335M,,,NileCAM130M (GMSL2),No,13mp gmsl monochrome fixed rolling 1.1ps 30fps onsemi without-enclosure 1-32 no,13,30FPS,206,,1/3.2,/webstore.asp#NileCAM130M,,,Mono,,30,,GMSL2,13.0 MP,,,
,-30°C to 70°C,/camera-modules/sony-starvis-imx715-low-light-gmsl2-camera-module.asp,IMX715,,,NileCAM85 (GMSL2),No,8mp gmsl color fixed rolling ultra-hd low-light 2-1ps 30fps sony starvis without-enclosure 1-28 no,8,30FPS,207,,1/2.8,/webstore.asp#nilecam81,,,Color,,30,,GMSL2,8.0 MP,,,
,-30°C to 70°C,/camera-modules/4k-onsemi-ar0830-gmsl2-camera-module.asp,AR0830,,,NileCAM84 (GMSL2),No,8mp gmsl color fixed rolling 2-1ps 100fps onsemi without-enclosure 1-29 no,8,120FPS,208,high-resolution,1/2.9,/webstore.asp#NileCAM84,,,Color,,120,,GMSL2,8.0 MP,,,
,-30°C to 70°C,/camera-modules/sony-starvis-imx485-4k-gmsl2-camera-module.asp,IMX485,,,NileCAM82 (GMSL2),No,8mp gmsl color fixed rolling ultra-hd low-light 2-1ps 60fps sony starvis with-enclosure 1-12 no,8,62FPS,209,,1/1.2,/webstore.asp#NileCAM82,,,Color,,62,,GMSL2,8.0 MP,,,
,-30°C to 70°C,/camera-modules/sony-starvis-imx462-low-light-gmsl2-camera-module.asp,IMX462,,,NileCAM210 (GMSL2),No,2mp gmsl color fixed rolling low-light  2-9ps 60fps sony starvis without-enclosure 1-28 no,2,60FPS,210,,1/2.8,/webstore.asp#NileCAM210,,,Color,,60,,GMSL2,2.0 MP,,,
,-30°C to 70°C,/camera-modules/ar0821-4k-hdr-gmsl2-camera-module.asp,AR0821,,,NileCAM81 (GMSL2),Yes,8mp gmsl color fixed rolling hdr ultra-hd  2-1ps 60fps onsemi without-enclosure 1-2 yes,8,60FPS,211,all gmsl-cameras high-resolution,1/1.7,/webstore.asp#nilecam81,,,Color,,60,,GMSL2,8.0 MP,,,
,-30°C to 70°C,/camera-modules/sony-starvis-imx415-4k-gmsl2-camera-module.asp,IMX415,,,NileCAM80 (GMSL2),Yes,8mp gmsl color fixed rolling low-light ultra-hd  1-45ps 60fps sony starvis without-enclosure yes,8,60FPS,212,all gmsl-cameras high-resolution global-shutter,1/2.8,/webstore.asp,,,Color,,60,,GMSL2,8.0 MP,,,
,-30°C to 70°C,/camera-modules/5mp-sony-imx568-global-shutter-gmsl2-camera-module.asp,IMX568,,,NileCAM56 (GMSL2),No,5mp gmsl color fixed rolling 2-1ps 60fps sonyPregiusS without-enclosure 1-18 no,5,90FPS,213,global-shutter,1/1.8,/webstore.asp#NileCAM56,,,Color,,90,,GMSL2,5.0 MP,,,
/images/icons/fps.png,-30°C to 70°C,/camera-modules/fhd-ov2311-global-shutter-monochrome-gmsl2.asp,OV2311,/images/eCAM/NileCAM29/2mp-ov2311-global-shutter-monochrome-gmsl2-camera-with-15m-cable-support-thumb.png,/images/icons/resolution.png,NileCAM29&nbsp;&nbsp;(GMSL2),no,fixed monochrome 2mp gmsl Global hd OmniVision low-light 30fps without-enclosure 1-29 autonomous_mobile_robots smart_traffic no,2,40FPS,214,,1/2.9,/webstore.asp#NileCAM29,2MP OV2311 Global Shutter Monochrome GMSL2 Camera,/images/icons/usb.png,Mono,2MP OV2311 Global Shutter Monochrome GMSL2 Camera,40,,GMSL2,2.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-40°C to 80°C,/camera-modules/fhd-ov2312-global-shutter-rgb-ir-gmsl2.asp,OV2312,/images/eCAM/NileCAM27/2mp-ov2312-global-shutter-rgb-ir-gmsl2-camera-with-15m-cable-support-thumb.png,/images/icons/resolution.png,NileCAM27&nbsp;&nbsp;(GMSL2),Yes,fixed colornir 2mp gmsl Global OmniVision rgbir 30fps without-enclosure 1-29 autonomous_mobile_robots smart_traffic yes,2,36FPS,215,,1/2.9,/webstore.asp#NileCAM29,2MP OV2312 Global Shutter RGB-IR GMSL2 Camera,/images/icons/usb.png,Color & NIR,2MP OV2312 Global Shutter RGB-IR GMSL2 Camera,40,,GMSL2,2.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 70°C,/camera-modules/ar0234-global-shutter-gmsl-camera-module.asp,AR0234,/images/eCAM/nilecam25/full-hd-gmsl2-global-shutter-color-camera-with-15m-cable-thumb.png,/images/icons/resolution.png,NileCAM25&nbsp;&nbsp;(GMSL2),Yes,fixed color 2mp gmsl Global hd onsemi 100fps without-enclosure 1-26 autonomous_mobile_robots smart_traffic yes,2,120FPS,216,all platform global-shutter,1/2.6,/webstore.asp#NileCAM25,Full HD GMSL2 Global Shutter color camera,/images/icons/usb.png,Color,Full HD GMSL2 Global Shutter color camera,120,,GMSL2,Full HD,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-40°C to 85°C,/camera-modules/ar0233-hdr-gmsl-camera-module.asp,AR0233AT,/images/hub-page/nilecam21.png,/images/icons/resolution.png,NileCAM21&nbsp;&nbsp;(GMSL2),Yes,fixed color 2mp gmsl rolling hdr hd onsemi 60fps without-enclosure 3ps 1-25 auto_farming fleet_management yes,2,60FPS,217,all gmsl-cameras,1/2.5,/webstore.asp#NileCAM25,Full HD GMSL2 HDR Camera with LFM,/images/icons/usb.png,Color,Full HD GMSL2 HDR Camera with LFM,60,,GMSL2,Full HD,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-40°C to 85°C,/camera-modules/ar0230-hdr-gmsl-camera-module.asp,AR0230AT,/images/hub-page/nilecam21.png,/images/icons/resolution.png,NileCAM20&nbsp;&nbsp;(GMSL2),Yes,fixed color 2mp gmsl rolling hdr hd onsemi 60fps without-enclosure 3ps 1-27 auto_farming fleet_management yes,2,60FPS,218,all gmsl-cameras,1/2.7,/webstore.asp#NileCAM20,Full HD GMSL2 HDR color camera,/images/icons/usb.png,Color,Full HD GMSL2 HDR color camera,60,,GMSL2,Full HD,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
,-20°C to 70°C,/fpd-link-iii-camera-modules/full-hd-ar0234-global-shutter-camera.asp,AR0234,,,NeduCAM25  (FPD-Link III),Yes,fixed color 2mp fpd-link-iii Global hd onsemi 100fps without-enclosure 1-26 3ps yes,2,120FPS,219,all gmsl-cameras global-shutter,1/2.6,/webstore.asp#NeduCAM25,,,Color,,120,,FPD-Link III,Full HD,,,
/images/icons/fps.png,-30°C to 70°C,/camera-modules/gmsl2-ar0234-global-shutter-camera.asp,AR0234,/images/hub-page/sturdecam25.png,/images/icons/resolution.png,STURDeCAM25 &nbsp;&nbsp;(GMSL2),Yes,fixed color 2mp gmsl Global onsemi 100fps with-enclosure 3ps 1-26 hd autonomous_mobile_robots smart_traffic fleet_management yes,2,120FPS,220,all gmsl-cameras global-shutter,1/2.6,/webstore.asp#sturdecam25,IP67 Global Shutter GMSL2 Multi-camera,/images/icons/usb.png,Color,IP67 Global Shutter GMSL2 Multi-camera,120,,GMSL2,Full HD,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-40°C to 85°C,/camera-modules/ip67-ar0233-gmsl2-hdr-camera.asp,AR0233AT,/images/hub-page/sturdecam20.png,/images/icons/resolution.png,STURDeCAM21&nbsp;&nbsp;(GMSL2),Yes,fixed color 2mp gmsl rolling hdr onsemi 30fps with-enclosure 3ps 1-25 hd low-light fish_farming smart_traffic yes,2,45FPS,221,all gmsl-cameras,1/2.5,/webstore.asp#STURDeCAM21,IP67 AR0233 Full HD GMSL2 HDR camera with LFM,/images/icons/usb.png,Color,IP67 AR0233 Full HD GMSL2 HDR camera with LFM,45,,GMSL2,2.0 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-40°C to 85°C,/camera-modules/gmsl2-surround-view-camera.asp,AR0230AT,/images/hub-page/sturdecam20.png,/images/icons/resolution.png,STURDeCAM20&nbsp;&nbsp;(GMSL2),Yes,fixed color 2mp gmsl rolling hdr onsemi 60fps with-enclosure 3ps 1-25 hd low-light fish_farming smart_traffic yes,2,60FPS,222,all gmsl-cameras,1/2.5,/webstore.asp#sturdecam,IP67 Full HD GMSL2 HDR camera for Surround view system,/images/icons/usb.png,Color,IP67 HDR GMSL2 Multi-camera,60,,GMSL2,Full HD,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 55°C,/gmsl-camera-ar0330-lowlight-cameramodule.asp,AR0330,/images/hub-page/nilecam30.png,/images/icons/resolution.png,NileCAM30,Yes,fixed color 3-4mp rolling hd low-light onsemi 60fps without-enclosure street_surveil video_confer loupe_camera precision_autofocus 2-2ps 1-3 yes,3,60FPS,223,,1/3,/webstore.asp#NileCAM30,3.4 MP GMSL Camera Module,/images/icons/usb.png,Color,3.4 MP GMSL Camera Module,60,,GMSL,3.4 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
/images/icons/fps.png,-30°C to 55°C,/gmsl-camera-with-usb-interface.asp,AR0330,/images/hub-page/nilecam30_usb.png,/images/icons/resolution.png,NileCAM30_USB,Yes,fixed color 3-4mp rolling hd low-light x86 onsemi 60fps without-enclosure street_surveil video_confer loupe_camera precision_autofocus 2-2ps 1-3 yes,3,60FPS,224,,1/3,/webstore.asp#NileCAM30_USB,3.4 MP GMSL USB3.1 Gen1 Camera,/images/icons/usb.png,Color,3.4 MP GMSL camera over USB3.1 Gen1 interface,60,,GMSL,3.4 MP,/images/icons/focus.png,/images/icons/chroma.png,/images/icons/sensor.png
